,0,tweets,positivewordscount,negativewordscount,positive_words,negative_words,over all sentiment
16,"['continue', 'advise', 'people', 'care', 'infected', 'person', 'home', 'wear', 'medical', 'mask', 'room', 'sick', 'person', 'drtedros', 'covid']","['continue', 'advise', 'people', 'care', 'infected', 'person', 'home', 'wear', 'medical', 'mask', 'room', 'sick', 'person', 'drtedros', 'covid']",1,2,",advise",",infected,sick",negative
17,"['’', 'change', 'people', 'confirm', 'covid', 'isolate', 'amp', 'care', 'health', 'facility', 'amp', 'contact', 'quarantine', 'absolutely', 'necessary', 'sick', 'person', 'contact', 'leave', 'house', 'wear', 'medical', 'mask', 'drtedros']","['’', 'change', 'people', 'confirm', 'covid', 'isolate', 'amp', 'care', 'health', 'facility', 'amp', 'contact', 'quarantine', 'absolutely', 'necessary', 'sick', 'person', 'contact', 'leave', 'house', 'wear', 'medical', 'mask', 'drtedros']",2,2,",facility,quarantine",",isolate,sick",neutral
18,"['wish', 'clear', 'guidance', 'publish', 'today', 'update', 'say', 'month', 'mask', 'ever', 'use', 'part', 'comprehensive', 'strategy', 'masks', 'protect', 'covid', 'drtedros']","['wish', 'clear', 'guidance', 'publish', 'today', 'update', 'say', 'month', 'mask', 'ever', 'use', 'part', 'comprehensive', 'strategy', 'masks', 'protect', 'covid', 'drtedros']",4,0,",clear,guidance,comprehensive,protect",,positive
19,"['develop', 'mask', 'guidance', 'careful', 'review', 'available', 'evidence', 'extensive', 'consultation', 'international', 'expert', 'civil', 'society', 'group', 'drtedros', 'covid']","['develop', 'mask', 'guidance', 'careful', 'review', 'available', 'evidence', 'extensive', 'consultation', 'international', 'expert', 'civil', 'society', 'group', 'drtedros', 'covid']",2,0,",guidance,available",,positive
20,"['always', 'aim', 'clear', 'evolve', 'science', '’', 'commit', 'accountability', 'everything', 'say', 'drtedros', 'covid']","['always', 'aim', 'clear', 'evolve', 'science', '’', 'commit', 'accountability', 'everything', 'say', 'drtedros', 'covid']",2,0,",clear,commit",,positive
21,"['media', 'brief', 'covid', 'drtedros']","['media', 'brief', 'covid', 'drtedros']",0,0,,,neutral
22,"['covid', 'explainer', 'mask', 'wear', 'http', 'coronavirus']","['covid', 'explainer', 'mask', 'wear', 'http', 'coronavirus']",0,0,,,neutral
23,"['false', 'information', 'covid', 'spread', 'amp', 'put', 'people', 'danger', 'make', 'sure', 'double', 'check', 'everything', 'hear', 'trust', 'source', 'accurate', 'information', 'coronavirus', 'find', 'official', 'advice', 'country', 'public', 'health', 'authority', 'amp']","['false', 'information', 'covid', 'spread', 'amp', 'put', 'people', 'danger', 'make', 'sure', 'double', 'check', 'everything', 'hear', 'trust', 'source', 'accurate', 'information', 'coronavirus', 'find', 'official', 'advice', 'country', 'public', 'health', 'authority', 'amp']",2,2,",trust,accurate",",spread,danger",neutral
24,"['online', 'tool', 'enables', 'country', 'enter', 'planned', 'activity', 'need', 'support', 'donor', 'match', 'contribution', 'activity', 'far', 'natl', 'plan', 'uploaded', 'donor', 'enter', 'contribution', 'total', 'usd', 'b', 'drtedros', 'covid']","['online', 'tool', 'enables', 'country', 'enter', 'planned', 'activity', 'need', 'support', 'donor', 'match', 'contribution', 'activity', 'far', 'natl', 'plan', 'uploaded', 'donor', 'enter', 'contribution', 'total', 'usd', 'b', 'drtedros', 'covid']",3,0,",support,contribution,contribution",,positive
25,"['part', 'commitment', 'coordinate', 'global', 'response', 'also', 'run', 'covid', 'partners', 'platform', 'online', 'tool', 'enable', 'country', 'match', 'need', 'resource', 'drtedros']","['part', 'commitment', 'coordinate', 'global', 'response', 'also', 'run', 'covid', 'partners', 'platform', 'online', 'tool', 'enable', 'country', 'match', 'need', 'resource', 'drtedros']",1,0,",commitment",,positive
26,"['emphasise', 'digital', 'tool', 'replace', 'human', 'capacity', 'need', 'contact', 'trace', 'starting', 'tomorrow', 'convene', 'online', 'consultation', 'covid', 'contact', 'tracing', 'share', 'technical', 'amp', 'operational', 'experience', 'incl', 'innovation', 'digital', 'technology', 'drtedros']","['emphasise', 'digital', 'tool', 'replace', 'human', 'capacity', 'need', 'contact', 'trace', 'starting', 'tomorrow', 'convene', 'online', 'consultation', 'covid', 'contact', 'tracing', 'share', 'technical', 'amp', 'operational', 'experience', 'incl', 'innovation', 'digital', 'technology', 'drtedros']",1,0,",innovation",,positive
27,"['also', 'publish', 'new', 'guideline', 'use', 'digital', 'tool', 'contact', 'trace', 'many', 'digital', 'tool', 'develop', 'assist', 'contact', 'tracing', 'case', 'identification', 'drtedros', 'covid']","['also', 'publish', 'new', 'guideline', 'use', 'digital', 'tool', 'contact', 'trace', 'many', 'digital', 'tool', 'develop', 'assist', 'contact', 'tracing', 'case', 'identification', 'drtedros', 'covid']",2,1,",guideline,assist",",case",positive
28,"['last', 'week', 'publish', 'guidance', 'describe', 'existing', 'polio', 'surveillance', 'network', 'use', 'covid', 'response', 'outline', 'measure', 'put', 'place', 'maintain', 'effective', 'level', 'surveillance', 'polio', 'drtedros']","['last', 'week', 'publish', 'guidance', 'describe', 'existing', 'polio', 'surveillance', 'network', 'use', 'covid', 'response', 'outline', 'measure', 'put', 'place', 'maintain', 'effective', 'level', 'surveillance', 'polio', 'drtedros']",2,0,",guidance,effective",,positive
29,"['continue', 'urge', 'active', 'surveillance', 'ensure', 'virus', 'rebound', 'especially', 'mass', 'gathering', 'kind', 'start', 'resume', 'country', 'drtedros', 'covid']","['continue', 'urge', 'active', 'surveillance', 'ensure', 'virus', 'rebound', 'especially', 'mass', 'gathering', 'kind', 'start', 'resume', 'country', 'drtedros', 'covid']",1,3,",ensure",",virus,mass,gathering",negative
30,"['country', 'big', 'threat', 'complacency', 'results', 'study', 'see', 'much', 'population', 'expose', 'virus', 'show', 'people', 'globally', 'still', 'susceptible', 'infection', 'drtedros', 'covid']","['country', 'big', 'threat', 'complacency', 'results', 'study', 'see', 'much', 'population', 'expose', 'virus', 'show', 'people', 'globally', 'still', 'susceptible', 'infection', 'drtedros', 'covid']",0,5,,",threat,expose,virus,susceptible,infection",negative
31,"['latest', 'snapshot', 'activity', 'work', 'partner', 'covid', 'response', 'cover', 'support', 'country', 'prepare', 'amp', 'respond', 'acceleration', 'research', 'amp', 'development', 'coordination', 'http', 'whoimpact']","['latest', 'snapshot', 'activity', 'work', 'partner', 'covid', 'response', 'cover', 'support', 'country', 'prepare', 'amp', 'respond', 'acceleration', 'research', 'amp', 'development', 'coordination', 'http', 'whoimpact']",2,0,",support,prepare",,positive
32,"['say', '“', 'thank', '”', 'viber', 'medical', 'superheroes', 'sticker', 'pack', 'show', 'appreciation', 'healthworkers', 'work', 'around', 'clock', 'time', 'covid', 'http', 'coronavirus']","['say', '“', 'thank', '”', 'viber', 'medical', 'superheroes', 'sticker', 'pack', 'show', 'appreciation', 'healthworkers', 'work', 'around', 'clock', 'time', 'covid', 'http', 'coronavirus']",1,0,",thank",,positive
33,"['crisis', 'access', 'safe', 'healthy', 'food', 'risk', 'food', 'know', 'transmit', 'covid', 'ensure', 'foodsafety', 'follow', 'tip', 'q', 'amp', 'covid', 'amp', 'food', 'business', 'http']","['crisis', 'access', 'safe', 'healthy', 'food', 'risk', 'food', 'know', 'transmit', 'covid', 'ensure', 'foodsafety', 'follow', 'tip', 'q', 'amp', 'covid', 'amp', 'food', 'business', 'http']",3,2,",safe,healthy,ensure",",crisis,risk",positive
34,"['updated', 'guidance', 'contain', 'new', 'information', 'composition', 'fabric', 'mask', 'base', 'academic', 'research', 'request', 'drtedros', 'covid']","['updated', 'guidance', 'contain', 'new', 'information', 'composition', 'fabric', 'mask', 'base', 'academic', 'research', 'request', 'drtedros', 'covid']",1,0,",guidance",,positive
35,"['’', '’', 'new', 'area', 'widespread', 'transmission', 'advise', 'medical', 'mask', 'people', 'work', 'clinical', 'area', 'health', 'facility', 'worker', 'deal', 'patient', 'covid', 'drtedros']","['’', '’', 'new', 'area', 'widespread', 'transmission', 'advise', 'medical', 'mask', 'people', 'work', 'clinical', 'area', 'health', 'facility', 'worker', 'deal', 'patient', 'covid', 'drtedros']",2,0,",advise,facility",,positive
36,"['continue', 'advise', 'healthworkers', 'use', 'medical', 'mask', 'protective', 'equipment', 'deal', 'suspected', 'confirmed', 'covid', 'patient', 'drtedros']","['continue', 'advise', 'healthworkers', 'use', 'medical', 'mask', 'protective', 'equipment', 'deal', 'suspected', 'confirmed', 'covid', 'patient', 'drtedros']",2,1,",advise,protective",",suspected",positive
37,"['’', 'change', 'continue', 'recommend', 'people', 'sick', 'symptom', 'covid', 'remain', 'home', 'consult', 'health', 'care', 'provider', 'drtedros']","['’', 'change', 'continue', 'recommend', 'people', 'sick', 'symptom', 'covid', 'remain', 'home', 'consult', 'health', 'care', 'provider', 'drtedros']",1,2,",recommend",",sick,symptom",negative
38,"['today', 'publish', 'updated', 'guidance', 'use', 'mask', 'control', 'covid', 'guidance', 'base', 'evolve', 'evidence', 'provide', 'updated', 'advice', 'wear', 'mask', 'wear', 'make', 'drtedros']","['today', 'publish', 'updated', 'guidance', 'use', 'mask', 'control', 'covid', 'guidance', 'base', 'evolve', 'evidence', 'provide', 'updated', 'advice', 'wear', 'mask', 'wear', 'make', 'drtedros']",2,0,",guidance,guidance",,positive
39,"['’', 'continue', 'talk', 'member', 'states', 'medium', 'general', 'public', 'know', 'gap', 'evidence', 'shape', 'thinking', '’', 'explain', 'know', '’', 'know', '’', 'find', 'drtedros', 'covid']","['’', 'continue', 'talk', 'member', 'states', 'medium', 'general', 'public', 'know', 'gap', 'evidence', 'shape', 'thinking', '’', 'explain', 'know', '’', 'know', '’', 'find', 'drtedros', 'covid']",0,0,,,neutral
40,"['since', 'early', 'february', 'say', 'asymptomatic', 'people', 'transmit', 'covid', 'need', 'research', 'establish', 'extent', 'asymptomatic', 'transmission', 'research', 'ongoing', 'drtedros']","['since', 'early', 'february', 'say', 'asymptomatic', 'people', 'transmit', 'covid', 'need', 'research', 'establish', 'extent', 'asymptomatic', 'transmission', 'research', 'ongoing', 'drtedros']",0,0,,,neutral
41,"['covid', 'cause', 'new', 'virus', 'still', 'learn', 'disease', 'every', 'day', 'need', 'data', 'good', 'understand', 'transmission', 'coronavirus', 'learn']","['covid', 'cause', 'new', 'virus', 'still', 'learn', 'disease', 'every', 'day', 'need', 'data', 'good', 'understand', 'transmission', 'coronavirus', 'learn']",2,1,",good,understand",",virus",positive
42,"['join', 'force', 'unitedkingdom', 'government', 'run', '“', 'stop', 'spread', '”', 'awareness', 'campaign', 'risk', 'incorrect', 'false', 'information', 'regard', 'covid', 'pandemic']","['join', 'force', 'unitedkingdom', 'government', 'run', '“', 'stop', 'spread', '”', 'awareness', 'campaign', 'risk', 'incorrect', 'false', 'information', 'regard', 'covid', 'pandemic']",3,4,",join,awareness,regard",",spread,risk,incorrect,pandemic",negative
43,"['also', 'pose', 'challenge', 'privacy', 'lead', 'incorrect', 'medical', 'advice', 'base', 'self', 'reported', 'symptom', 'exclude', 'access', 'modern', 'digital', 'technology', 'drtedros', 'covid']","['also', 'pose', 'challenge', 'privacy', 'lead', 'incorrect', 'medical', 'advice', 'base', 'self', 'reported', 'symptom', 'exclude', 'access', 'modern', 'digital', 'technology', 'drtedros', 'covid']",2,2,",lead,modern",",incorrect,symptom",neutral
44,"['part', 'comprehensive', 'approach', 'digital', 'contact', 'tracing', 'tool', 'offer', 'opportunity', 'trace', 'large', 'number', 'contact', 'short', 'period', 'time', 'provide', 'real', 'time', 'picture', 'spread', 'virus', 'drtedros', 'covid']","['part', 'comprehensive', 'approach', 'digital', 'contact', 'tracing', 'tool', 'offer', 'opportunity', 'trace', 'large', 'number', 'contact', 'short', 'period', 'time', 'provide', 'real', 'time', 'picture', 'spread', 'virus', 'drtedros', 'covid']",2,2,",comprehensive,offer",",spread,virus",neutral
45,"['others', 'use', 'gps', 'bluetooth', 'technology', 'identify', 'may', 'expose', 'infected', 'person', 'still', 'others', 'use', 'people', 'self', 'report', 'sign', 'symptom', 'covid', 'drtedros']","['others', 'use', 'gps', 'bluetooth', 'technology', 'identify', 'may', 'expose', 'infected', 'person', 'still', 'others', 'use', 'people', 'self', 'report', 'sign', 'symptom', 'covid', 'drtedros']",0,3,,",expose,infected,symptom",negative
46,"['design', 'use', 'public', 'health', 'personnel', 'like', '’', 'http', 'go', 'data', 'application', 'use', 'successfully', 'trace', 'contact', 'ongoing', 'ebola', 'outbreak', 'drc', 'drtedros', 'covid', 'http']","['design', 'use', 'public', 'health', 'personnel', 'like', '’', 'http', 'go', 'data', 'application', 'use', 'successfully', 'trace', 'contact', 'ongoing', 'ebola', 'outbreak', 'drc', 'drtedros', 'covid', 'http']",2,1,",like,successfully",",outbreak",positive
47,"['contact', 'tracing', 'remain', 'essential', 'element', 'response', 'country', 'already', 'strong', 'network', 'healthworkers', 'polio', 'deploy', 'covid', 'drtedros']","['contact', 'tracing', 'remain', 'essential', 'element', 'response', 'country', 'already', 'strong', 'network', 'healthworkers', 'polio', 'deploy', 'covid', 'drtedros']",2,0,",essential,strong",,positive
48,"['much', 'possible', 'keep', 'least', 'metre', 'others', 'clean', 'hand', 'cover', 'cough', 'wear', 'mask', 'attend', 'protest', 'remind', 'people', 'stay', 'home', 'sick', 'contact', 'health', 'care', 'provider', 'drtedros', 'covid']","['much', 'possible', 'keep', 'least', 'metre', 'others', 'clean', 'hand', 'cover', 'cough', 'wear', 'mask', 'attend', 'protest', 'remind', 'people', 'stay', 'home', 'sick', 'contact', 'health', 'care', 'provider', 'drtedros', 'covid']",1,2,",clean",",protest,sick",negative
49,"['almost', 'million', 'case', 'covid', 'report', 'almost', 'death', 'although', 'situation', 'europe', 'improve', 'globally', 'worsen', 'drtedros']","['almost', 'million', 'case', 'covid', 'report', 'almost', 'death', 'although', 'situation', 'europe', 'improve', 'globally', 'worsen', 'drtedros']",1,3,",improve",",case,death,worsen",negative
50,"['media', 'brief', 'covid', 'drtedros']","['media', 'brief', 'covid', 'drtedros']",0,0,,,neutral
51,"['lead', 'expert', 'infection', 'prevention', 'control', 'allegranzib', 'answer', 'question', 'mask', 'use', 'covid', 'askwho']","['lead', 'expert', 'infection', 'prevention', 'control', 'allegranzib', 'answer', 'question', 'mask', 'use', 'covid', 'askwho']",1,1,",lead",",infection",neutral
52,"['live', 'q', 'use', 'mask', 'covid', 'askwho']","['live', 'q', 'use', 'mask', 'covid', 'askwho']",0,0,,,neutral
53,"['precaution', 'one', 'take', 'shopping', 'food', 'covid', 'ensure', 'hand', 'clean', 'keep', 'physical', 'distance', 'least', 'foodsafety', 'http']","['precaution', 'one', 'take', 'shopping', 'food', 'covid', 'ensure', 'hand', 'clean', 'keep', 'physical', 'distance', 'least', 'foodsafety', 'http']",3,0,",precaution,ensure,clean",,positive
54,"['full', 'remark', 'covid', 'drtedros']","['full', 'remark', 'covid', 'drtedros']",0,0,,,neutral
55,"['covid', 'confront', 'family', 'globally', 'deadly', 'amp', 'devastate', 'impact', 'disease', 'outbreak', 'midst', 'crisis', 'must', 'also', 'work', 'ensure', 'people', 'protect', 'disease', 'vaccine', 'prevent', 'vaccineswork']","['covid', 'confront', 'family', 'globally', 'deadly', 'amp', 'devastate', 'impact', 'disease', 'outbreak', 'midst', 'crisis', 'must', 'also', 'work', 'ensure', 'people', 'protect', 'disease', 'vaccine', 'prevent', 'vaccineswork']",3,5,",ensure,protect,prevent",",confront,deadly,devastate,outbreak,crisis",negative
56,"['commit', 'accelerate', 'development', 'effective', 'therapeutic', 'vaccine', 'diagnostics', 'part', 'commitment', 'serve', 'world', 'science', 'solution', 'solidarity', 'drtedros', 'covid']","['commit', 'accelerate', 'development', 'effective', 'therapeutic', 'vaccine', 'diagnostics', 'part', 'commitment', 'serve', 'world', 'science', 'solution', 'solidarity', 'drtedros', 'covid']",5,0,",commit,effective,commitment,serve,solidarity",,positive
57,"['data', 'safety', 'monitoring', 'committee', 'continue', 'closely', 'monitor', 'safety', 'therapeutic', 'test', 'solidarity', 'trial', 'far', 'patient', 'recruit', 'country', 'drtedros', 'covid']","['data', 'safety', 'monitoring', 'committee', 'continue', 'closely', 'monitor', 'safety', 'therapeutic', 'test', 'solidarity', 'trial', 'far', 'patient', 'recruit', 'country', 'drtedros', 'covid']",1,0,",solidarity",,positive
58,"['executive', 'group', 'communicate', 'principal', 'investigator', 'trial', 'resume', 'hydroxychloroquine', 'arm', 'trial', 'drtedros', 'covid']","['executive', 'group', 'communicate', 'principal', 'investigator', 'trial', 'resume', 'hydroxychloroquine', 'arm', 'trial', 'drtedros', 'covid']",0,0,,,neutral
59,"['talk', 'humility', 'number', 'time', 'last', 'month', 'think', '’', 'fair', 'say', 'microscopic', 'virus', 'humble', 'us', 'drtedros', 'covid']","['talk', 'humility', 'number', 'time', 'last', 'month', 'think', '’', 'fair', 'say', 'microscopic', 'virus', 'humble', 'us', 'drtedros', 'covid']",3,1,",humility,fair,humble",",virus",positive
60,"['although', 'covid', 'give', 'us', 'many', 'reason', 'grieve', 'today', '’', 'also', 'celebrate', 'public', 'health', 'victory', 'yesterday', 'wto', 'rule', 'australia', '’', 'law', 'plain', 'packaging', 'tobacco', 'product', 'justified', 'unfair', 'restriction', 'trade', 'drtedros']","['although', 'covid', 'give', 'us', 'many', 'reason', 'grieve', 'today', '’', 'also', 'celebrate', 'public', 'health', 'victory', 'yesterday', 'wto', 'rule', 'australia', '’', 'law', 'plain', 'packaging', 'tobacco', 'product', 'justified', 'unfair', 'restriction', 'trade', 'drtedros']",2,2,",celebrate,victory",",grieve,restriction",neutral
61,"['covid', 'transmission']","['covid', 'transmission']",0,0,,,neutral
62,"['make', 'avatar', 'use', 'genies', 'spread', '’', 'healthyathome', 'message', 'personalised', 'sticker', 'use', 'message', 'amp', 'social', 'medium', 'make', 'simply', 'download', 'genies', 'app', 'app', 'store', 'play', 'store', 'covid', 'coronavirus']","['make', 'avatar', 'use', 'genies', 'spread', '’', 'healthyathome', 'message', 'personalised', 'sticker', 'use', 'message', 'amp', 'social', 'medium', 'make', 'simply', 'download', 'genies', 'app', 'app', 'store', 'play', 'store', 'covid', 'coronavirus']",0,1,,",spread",negative
63,"['full', 'briefing', 'covid', 'drtedros']","['full', 'briefing', 'covid', 'drtedros']",0,0,,,neutral
64,"['six', 'month', 'covid', 'pandemic', 'time', 'country', 'take', 'foot', 'pedal', 'time', 'country', 'continue', 'work', 'hard', 'basis', 'science', 'solution', 'solidarity', 'drtedros']","['six', 'month', 'covid', 'pandemic', 'time', 'country', 'take', 'foot', 'pedal', 'time', 'country', 'continue', 'work', 'hard', 'basis', 'science', 'solution', 'solidarity', 'drtedros']",1,2,",solidarity",",pandemic,hard",negative
65,"['platform', 'also', 'include', 'covid', 'supply', 'portal', 'enable', 'country', 'request', 'critical', 'supply', 'diagnostics', 'protective', 'equipment', 'essential', 'medical', 'provision', 'drtedros']","['platform', 'also', 'include', 'covid', 'supply', 'portal', 'enable', 'country', 'request', 'critical', 'supply', 'diagnostics', 'protective', 'equipment', 'essential', 'medical', 'provision', 'drtedros']",2,1,",protective,essential",",critical",positive
66,"['evidence', 'need', 'effectiveness', 'tool', 'contact', 'tracing', 'encourage', 'country', 'gather', 'evidence', 'roll', 'tool', 'contribute', 'evidence', 'global', 'knowledge', 'base', 'drtedros', 'covid']","['evidence', 'need', 'effectiveness', 'tool', 'contact', 'tracing', 'encourage', 'country', 'gather', 'evidence', 'roll', 'tool', 'contribute', 'evidence', 'global', 'knowledge', 'base', 'drtedros', 'covid']",4,0,",effectiveness,encourage,gather,contribute",,positive
67,"['covid', 'case', 'report', 'past', 'day', 'yesterday', 'case', 'report', 'single', 'day', 'far', 'almost', 'yesterday', '’', 'case', 'come', 'country', 'mostly', 'americas', 'south', 'asia', 'drtedros']","['covid', 'case', 'report', 'past', 'day', 'yesterday', 'case', 'report', 'single', 'day', 'far', 'almost', 'yesterday', '’', 'case', 'come', 'country', 'mostly', 'americas', 'south', 'asia', 'drtedros']",0,3,,",case,case,case",negative
68,"['share', '“', 'five', 'stop', 'spread', 'coronavirus', '”', 'filter', 'sticker', 'friend', 'snapchat', 'subscribe', 'snapchat', 'http', 'covid']","['share', '“', 'five', 'stop', 'spread', 'coronavirus', '”', 'filter', 'sticker', 'friend', 'snapchat', 'subscribe', 'snapchat', 'http', 'covid']",0,1,,",spread",negative
69,"['stay', 'connect', 'loved', 'one', 'covid', 'send', 'air', 'high', 'five', 'amp', 'celebrate', 'medical', 'hero', 'use', 'whatsapp', 'together', 'home', 'sticker', 'pack', 'coronavirus']","['stay', 'connect', 'loved', 'one', 'covid', 'send', 'air', 'high', 'five', 'amp', 'celebrate', 'medical', 'hero', 'use', 'whatsapp', 'together', 'home', 'sticker', 'pack', 'coronavirus']",4,0,",loved,celebrate,hero,together",,positive
