,0,tweets,positivewordscount,negativewordscount,positive_words,negative_words,over all sentiment
11,"['legendary', 'singer', 'lata', 'mangeshkar', 'donate', 'rs', 'lakh', 'chief', 'ministers', 'relief', 'fund', 'maharashtra', 'fight', 'covid', 'file', 'pic']","['legendary', 'singer', 'lata', 'mangeshkar', 'donate', 'rs', 'lakh', 'chief', 'ministers', 'relief', 'fund', 'maharashtra', 'fight', 'covid', 'file', 'pic']",4,0,",legendary,donate,relief,fund",,positive
12,"['odisha', 'migrant', 'worker', 'pipalguda', 'kalahandi', 'return', 'kerala', 'self', 'quarantined', 'outside', 'village', 'return', 'go', 'hospital', 'covid', 'test', 'amp', 'test', 'negative', 'decide', 'stay', 'outside', 'precautionary', 'measure']","['odisha', 'migrant', 'worker', 'pipalguda', 'kalahandi', 'return', 'kerala', 'self', 'quarantined', 'outside', 'village', 'return', 'go', 'hospital', 'covid', 'test', 'amp', 'test', 'negative', 'decide', 'stay', 'outside', 'precautionary', 'measure']",3,0,",quarantined,negative,precautionary",,positive
13,"['ranchi', 'malaysian', 'national', 'send', 'quarantine', 'centre', 'khelgaon', 'mosque', 'hindpiri', 'area', 'today', 'anish', 'gupta', 'ssp', 'say', 'keep', 'isolation', 'covid', 'test', 'probe', 'per', 'ministry', 'home', 'affairs', 'guideline', 'jharkhand']","['ranchi', 'malaysian', 'national', 'send', 'quarantine', 'centre', 'khelgaon', 'mosque', 'hindpiri', 'area', 'today', 'anish', 'gupta', 'ssp', 'say', 'keep', 'isolation', 'covid', 'test', 'probe', 'per', 'ministry', 'home', 'affairs', 'guideline', 'jharkhand']",2,1,",quarantine,guideline",",isolation",positive
14,"['delhi', 'people', 'board', 'bus', 'nizammudin', 'area', 'take', 'different', 'hospital', 'checkup', 'religious', 'gathering', 'hold', 'markaz', 'violate', 'lockdown', 'condition', 'several', 'covid', 'positive', 'case', 'find', 'among', 'attend', 'gathering']","['delhi', 'people', 'board', 'bus', 'nizammudin', 'area', 'take', 'different', 'hospital', 'checkup', 'religious', 'gathering', 'hold', 'markaz', 'violate', 'lockdown', 'condition', 'several', 'covid', 'positive', 'case', 'find', 'among', 'attend', 'gathering']",0,6,,",gathering,violate,lockdown,positive,case,gathering",negative
15,"['cut', 'salary', 'chief', 'minister', 'state', 'cabinet', 'mlcs', 'mlas', 'state', 'corporation', 'chairpersons', 'local', 'body', 'representative', 'view', 'financial', 'state', 'telangana', 'due', 'covid', 'pandemic', 'telangana', 'chief', 'minister', 'office', 'cmo']","['cut', 'salary', 'chief', 'minister', 'state', 'cabinet', 'mlcs', 'mlas', 'state', 'corporation', 'chairpersons', 'local', 'body', 'representative', 'view', 'financial', 'state', 'telangana', 'due', 'covid', 'pandemic', 'telangana', 'chief', 'minister', 'office', 'cmo']",0,1,,",pandemic",negative
16,"['reliance', 'industries', 'announce', 'rs', 'crore', 'contribution', 'pmcares', 'fund', 'addition', 'multi', 'pronged', 'ground', 'fight', 'covid', 'reliance', 'industries']","['reliance', 'industries', 'announce', 'rs', 'crore', 'contribution', 'pmcares', 'fund', 'addition', 'multi', 'pronged', 'ground', 'fight', 'covid', 'reliance', 'industries']",2,0,",contribution,fund",,positive
17,"['delhi', 'rss', 'swayamsevaks', 'along', 'rwa', 'resident', 'welfare', 'association', 'member', 'distribute', 'food', 'item', 'needy', 'mahavir', 'enclave', 'area', 'near', 'dwarka', 'sector', 'amid', 'countrywide', 'lockdown', 'wake', 'covid']","['delhi', 'rss', 'swayamsevaks', 'along', 'rwa', 'resident', 'welfare', 'association', 'member', 'distribute', 'food', 'item', 'needy', 'mahavir', 'enclave', 'area', 'near', 'dwarka', 'sector', 'amid', 'countrywide', 'lockdown', 'wake', 'covid']",2,1,",welfare,distribute",",lockdown",positive
18,"['tata', 'sons', 'contribute', 'additional', 'rs', 'crores', 'fight', 'covid', 'http']","['tata', 'sons', 'contribute', 'additional', 'rs', 'crores', 'fight', 'covid', 'http']",1,0,",contribute",,positive
19,"['west', 'bengal', 'villagers', 'vangidi', 'village', 'balarampur', 'area', 'purulia', 'recently', 'return', 'chennai', 'quarantine', 'day', 'tree', 'since', 'separate', 'room', 'house', 'isolation', 'covid']","['west', 'bengal', 'villagers', 'vangidi', 'village', 'balarampur', 'area', 'purulia', 'recently', 'return', 'chennai', 'quarantine', 'day', 'tree', 'since', 'separate', 'room', 'house', 'isolation', 'covid']",1,1,",quarantine",",isolation",neutral
20,"['watch', 'delhi', 'inside', 'visuals', 'th', 'march', 'markaz', 'building', 'nizamuddin', 'religious', 'gathering', 'hold', 'violate', 'lockdown', 'condition', 'amp', 'several', 'covid', 'positive', 'case', 'find', 'among', 'attend', 'video', 'source', 'delhi', 'police']","['watch', 'delhi', 'inside', 'visuals', 'th', 'march', 'markaz', 'building', 'nizamuddin', 'religious', 'gathering', 'hold', 'violate', 'lockdown', 'condition', 'amp', 'several', 'covid', 'positive', 'case', 'find', 'among', 'attend', 'video', 'source', 'delhi', 'police']",0,5,,",gathering,violate,lockdown,positive,case",negative
21,"['anyone', 'lose', 'life', 'serve', 'covid', 'patient', 'whether', 'sanitation', 'worker', 'doctor', 'nurse', 'family', 'provide', 'rs', 'crore', 'respect', 'service', 'whether', 'private', 'government', 'sector', 'n', 'matter', 'delhi', 'chief', 'minister', 'arvind', 'kejriwal']","['anyone', 'lose', 'life', 'serve', 'covid', 'patient', 'whether', 'sanitation', 'worker', 'doctor', 'nurse', 'family', 'provide', 'rs', 'crore', 'respect', 'service', 'whether', 'private', 'government', 'sector', 'n', 'matter', 'delhi', 'chief', 'minister', 'arvind', 'kejriwal']",2,1,",serve,respect",",lose",positive
22,"['delhi', 'doctor', 'work', 'delhi', 'government', 'hospital', 'test', 'positive', 'covid']","['delhi', 'doctor', 'work', 'delhi', 'government', 'hospital', 'test', 'positive', 'covid']",0,1,,",positive",negative
23,"['watch', 'punjab', 'residents', 'nabha', 'patiala', 'applaud', 'sanitation', 'worker', 'clap', 'shower', 'flower', 'petal', 'even', 'offer', 'garland', 'currency', 'note', 'one', 'worker', 'covid']","['watch', 'punjab', 'residents', 'nabha', 'patiala', 'applaud', 'sanitation', 'worker', 'clap', 'shower', 'flower', 'petal', 'even', 'offer', 'garland', 'currency', 'note', 'one', 'worker', 'covid']",2,0,",applaud,offer",,positive
24,"['rumours', 'spread', 'covid', 'country', 'lead', 'misinformation', 'fir', 'register', 'involve', 'spread', 'rumour', 'strict', 'action', 'take', 'provision', 'disaster', 'management', 'act', 'ajay', 'bhalla', 'union', 'home', 'secretary']","['rumours', 'spread', 'covid', 'country', 'lead', 'misinformation', 'fir', 'register', 'involve', 'spread', 'rumour', 'strict', 'action', 'take', 'provision', 'disaster', 'management', 'act', 'ajay', 'bhalla', 'union', 'home', 'secretary']",1,5,",lead",",rumours,spread,spread,strict,disaster",negative
25,"['delhi', 'people', 'continue', 'board', 'bus', 'nizammudin', 'area', 'take', 'different', 'hospital', 'checkup', 'religious', 'gathering', 'hold', 'markaz', 'violate', 'lockdown', 'condition', 'several', 'covid', 'positive', 'case', 'find', 'among', 'attend', 'gathering']","['delhi', 'people', 'continue', 'board', 'bus', 'nizammudin', 'area', 'take', 'different', 'hospital', 'checkup', 'religious', 'gathering', 'hold', 'markaz', 'violate', 'lockdown', 'condition', 'several', 'covid', 'positive', 'case', 'find', 'among', 'attend', 'gathering']",0,6,,",gathering,violate,lockdown,positive,case,gathering",negative
26,"['covid', 'spread', 'among', 'attend', 'religious', 'prayer', 'meeting', 'th', 'th', 'march', 'markaz', 'nizamuddin', 'area', 'delhi', 'among', 'attend', 'person', 'telangana', 'six', 'die', 'telangana', 'chief', 'minister', 'office']","['covid', 'spread', 'among', 'attend', 'religious', 'prayer', 'meeting', 'th', 'th', 'march', 'markaz', 'nizamuddin', 'area', 'delhi', 'among', 'attend', 'person', 'telangana', 'six', 'die', 'telangana', 'chief', 'minister', 'office']",0,2,,",spread,die",negative
27,"['increase', 'covid', 'case', 'last', 'hour', 'large', 'spike', 'day', 'total', 'number', 'covid', 'positive', 'case', 'rise', 'india', 'include', 'active', 'case', 'cured', 'discharged', 'migrated', 'people', 'death', 'ministry', 'health', 'family', 'welfare']","['increase', 'covid', 'case', 'last', 'hour', 'large', 'spike', 'day', 'total', 'number', 'covid', 'positive', 'case', 'rise', 'india', 'include', 'active', 'case', 'cured', 'discharged', 'migrated', 'people', 'death', 'ministry', 'health', 'family', 'welfare']",3,6,",cured,discharged,welfare",",case,positive,case,rise,case,death",negative
28,"['personnel', 'naval', 'dockyard', 'visakhapatnam', 'design', 'innovative', 'portable', 'multi', 'feed', 'oxygen', 'manifold', 'mom', 'use', 'way', 'radial', 'header', 'fit', 'single', 'cylinder', 'innovation', 'would', 'enable', 'one', 'oxygen', 'bottle', 'supply', 'oxygen', 'six', 'patient', 'concurrently', 'navy', 'covid']","['personnel', 'naval', 'dockyard', 'visakhapatnam', 'design', 'innovative', 'portable', 'multi', 'feed', 'oxygen', 'manifold', 'mom', 'use', 'way', 'radial', 'header', 'fit', 'single', 'cylinder', 'innovation', 'would', 'enable', 'one', 'oxygen', 'bottle', 'supply', 'oxygen', 'six', 'patient', 'concurrently', 'navy', 'covid']",3,0,",innovative,portable,innovation",,positive
29,"['hero', 'group', 'pledge', 'rs', 'crore', 'aid', 'ongoing', 'covid', 'relief', 'efforts', 'india', 'half', 'sum', 'rs', 'crore', 'contribute', 'pm', 'cares', 'fund', 'remain', 'rs', 'crore', 'spend', 'relief', 'effort']","['hero', 'group', 'pledge', 'rs', 'crore', 'aid', 'ongoing', 'covid', 'relief', 'efforts', 'india', 'half', 'sum', 'rs', 'crore', 'contribute', 'pm', 'cares', 'fund', 'remain', 'rs', 'crore', 'spend', 'relief', 'effort']",8,0,",hero,aid,relief,efforts,contribute,fund,relief,effort",,positive
30,"['delhi', 'police', 'team', 'include', 'joint', 'cp', 'dc', 'srivastava', 'reach', 'nizamuddin', 'area', 'report', 'people', 'attend', 'religious', 'gathering', 'markaz', 'nizamuddin', 'test', 'positive', 'covid', 'batches', 'ppl', 'take', 'hospital', 'bus', 'checkup']","['delhi', 'police', 'team', 'include', 'joint', 'cp', 'dc', 'srivastava', 'reach', 'nizamuddin', 'area', 'report', 'people', 'attend', 'religious', 'gathering', 'markaz', 'nizamuddin', 'test', 'positive', 'covid', 'batches', 'ppl', 'take', 'hospital', 'bus', 'checkup']",0,2,,",gathering,positive",negative
31,"['one', 'three', 'trainee', 'indian', 'forest', 'services', 'ifs', 'test', 'negative', 'covid', 'th', 'march', 'test', 'positive', 'today']","['one', 'three', 'trainee', 'indian', 'forest', 'services', 'ifs', 'test', 'negative', 'covid', 'th', 'march', 'test', 'positive', 'today']",2,1,",services,negative",",positive",positive
32,"['following', 'officer', 'responsible', 'ensure', 'compliance', 'instruction', 'issue', 'chairperson', 'national', 'executive', 'committee', 'form', 'disaster', 'management', 'act', 'regard', 'containment', 'spread', 'covid', 'prima', 'facie', 'fail', 'ministry', 'home', 'affairs']","['following', 'officer', 'responsible', 'ensure', 'compliance', 'instruction', 'issue', 'chairperson', 'national', 'executive', 'committee', 'form', 'disaster', 'management', 'act', 'regard', 'containment', 'spread', 'covid', 'prima', 'facie', 'fail', 'ministry', 'home', 'affairs']",2,4,",ensure,regard",",issue,disaster,spread,fail",negative
33,"['maharashtra', 'rss', 'worker', 'distribute', 'food', 'packet', 'grocery', 'item', 'needy', 'nagpur', 'amid', 'countrywide', 'lockdown', 'wake', 'covid']","['maharashtra', 'rss', 'worker', 'distribute', 'food', 'packet', 'grocery', 'item', 'needy', 'nagpur', 'amid', 'countrywide', 'lockdown', 'wake', 'covid']",1,1,",distribute",",lockdown",neutral
34,"['covid', 'patient', 'pune', 'test', 'negative', 'repeat', 'sample', 'discharge', 'today', 'shravan', 'hardikar', 'municipal', 'commissioner', 'pimpri', 'chinchwad', 'municipal', 'corporation', 'positive', 'case', 'report', 'pune', 'till', 'already', 'discharge']","['covid', 'patient', 'pune', 'test', 'negative', 'repeat', 'sample', 'discharge', 'today', 'shravan', 'hardikar', 'municipal', 'commissioner', 'pimpri', 'chinchwad', 'municipal', 'corporation', 'positive', 'case', 'report', 'pune', 'till', 'already', 'discharge']",3,2,",negative,discharge,discharge",",positive,case",positive
35,"['united', 'states', 'announce', 'financial', 'assistance', 'million', 'us', 'dollars', 'country', 'include', 'million', 'us', 'dollars', 'india', 'help', 'fight', 'covid', 'emergency', 'health', 'amp', 'humanitarian', 'funding', 'risk', 'country', 'us', 'secretary', 'state', 'mike', 'pompeo']","['united', 'states', 'announce', 'financial', 'assistance', 'million', 'us', 'dollars', 'country', 'include', 'million', 'us', 'dollars', 'india', 'help', 'fight', 'covid', 'emergency', 'health', 'amp', 'humanitarian', 'funding', 'risk', 'country', 'us', 'secretary', 'state', 'mike', 'pompeo']",4,2,",assistance,help,humanitarian,funding",",emergency,risk",positive
36,"['gujarat', 'atmanand', 'jain', 'samaj', 'vadodara', 'offer', 'turn', '\\', '\\', 'dharamshala', '\\', '\\', 'locate', 'ghadiyalipole', 'quarantine', 'facility', 'member', 'say', 'want', 'support', 'govt', 'fight', 'covid', '\\', '\\', 'also', 'provide', 'food', 'amp', 'basic', 'facility', 'patient', 'amp', 'anyone', 'need', 'help']","['gujarat', 'atmanand', 'jain', 'samaj', 'vadodara', 'offer', 'turn', '\\', '\\', 'dharamshala', '\\', '\\', 'locate', 'ghadiyalipole', 'quarantine', 'facility', 'member', 'say', 'want', 'support', 'govt', 'fight', 'covid', '\\', '\\', 'also', 'provide', 'food', 'amp', 'basic', 'facility', 'patient', 'amp', 'anyone', 'need', 'help']",6,0,",offer,quarantine,facility,support,facility,help",,positive
37,"['italy', 'record', 'almost', 'covid', 'related', 'death', 'high', 'day', 'afp', 'news', 'agency']","['italy', 'record', 'almost', 'covid', 'related', 'death', 'high', 'day', 'afp', 'news', 'agency']",0,1,,",death",negative
38,"['human', 'body', 'cell', 'release', 'interferon', 'chemical', 'kill', 'virus', 'ca', 'n', 'release', 'cell', 'case', 'covid', 'case', 'lead', 'weak', 'immune', 'system', 'get', 'hold', 'preprint', 'suggest', 'interferon', 'effective', 'covid', 'oncologist', 'dr', 'vishal', 'rao', 'bengaluru']","['human', 'body', 'cell', 'release', 'interferon', 'chemical', 'kill', 'virus', 'ca', 'n', 'release', 'cell', 'case', 'covid', 'case', 'lead', 'weak', 'immune', 'system', 'get', 'hold', 'preprint', 'suggest', 'interferon', 'effective', 'covid', 'oncologist', 'dr', 'vishal', 'rao', 'bengaluru']",2,5,",lead,effective",",kill,virus,case,case,weak",negative
39,"['maharashtra', 'muslim', 'family', 'mumbai', 'prepares', 'food', 'distribute', 'needy', 'ibrahim', 'motiwala', 'say', 'many', 'labourer', 'strand', 'without', 'food', 'allah', 'make', 'us', 'capable', 'enough', 'help', 'people', 'prepare', 'food', 'around', 'people', 'time', 'covid']","['maharashtra', 'muslim', 'family', 'mumbai', 'prepares', 'food', 'distribute', 'needy', 'ibrahim', 'motiwala', 'say', 'many', 'labourer', 'strand', 'without', 'food', 'allah', 'make', 'us', 'capable', 'enough', 'help', 'people', 'prepare', 'food', 'around', 'people', 'time', 'covid']",6,0,",prepares,distribute,capable,enough,help,prepare",,positive
40,"['today', 'via', 'video', 'conferencing', 'review', 'meeting', 'cds', 'service', 'chiefs', 'secretaries', 'dpsus', 'discuss', 'preparedness', 'ongoing', 'effort', 'towards', 'tackle', 'covid', 'menace', 'armed', 'forces', 'amp', 'mod', 'fully', 'prepared', 'amp', 'gear', 'face', 'situation', 'defence', 'min', 'rajnath', 'singh']","['today', 'via', 'video', 'conferencing', 'review', 'meeting', 'cds', 'service', 'chiefs', 'secretaries', 'dpsus', 'discuss', 'preparedness', 'ongoing', 'effort', 'towards', 'tackle', 'covid', 'menace', 'armed', 'forces', 'amp', 'mod', 'fully', 'prepared', 'amp', 'gear', 'face', 'situation', 'defence', 'min', 'rajnath', 'singh']",3,1,",discuss,effort,prepared",",menace",positive
41,"['new', 'positive', 'covid', 'case', 'detect', 'andhra', 'pradesh', 'since', 'pm', 'st', 'march', 'till', 'today', 'total', 'number', 'positive', 'case', 'state', 'increase', 'nodal', 'officer', 'andhra', 'pradesh']","['new', 'positive', 'covid', 'case', 'detect', 'andhra', 'pradesh', 'since', 'pm', 'st', 'march', 'till', 'today', 'total', 'number', 'positive', 'case', 'state', 'increase', 'nodal', 'officer', 'andhra', 'pradesh']",0,4,,",positive,case,positive,case",negative
42,"['watch', 'pakistan', 'members', 'hindu', 'amp', 'christian', 'community', 'say', 'deny', 'ration', 'authority', 'sindh', 'province', 'hindu', 'local', 'say', 'authorities', 'help', 'us', 'lockdown', 'ration', 'also', 'provide', 'us', 'part', 'minority', 'community', 'covid']","['watch', 'pakistan', 'members', 'hindu', 'amp', 'christian', 'community', 'say', 'deny', 'ration', 'authority', 'sindh', 'province', 'hindu', 'local', 'say', 'authorities', 'help', 'us', 'lockdown', 'ration', 'also', 'provide', 'us', 'part', 'minority', 'community', 'covid']",1,2,",help",",deny,lockdown",negative
43,"['karnataka', 'people', 'kalaburagi', 'defy', 'social', 'distancing', 'norm', 'heavy', 'crowd', 'gather', 'vegetable', 'market', 'amid', 'coronaviruslockdown', 'total', 'number', 'positive', 'covid', 'case', 'state', 'include', 'death', 'amp', 'discharged', 'cured', 'case']","['karnataka', 'people', 'kalaburagi', 'defy', 'social', 'distancing', 'norm', 'heavy', 'crowd', 'gather', 'vegetable', 'market', 'amid', 'coronaviruslockdown', 'total', 'number', 'positive', 'covid', 'case', 'state', 'include', 'death', 'amp', 'discharged', 'cured', 'case']",3,6,",gather,discharged,cured",",defy,crowd,positive,case,death,case",negative
44,"['andaman', 'nicobar', 'deputy', 'commissioner', 'south', 'andaman', 'district', 'order', 'register', 'fir', 'farzand', 'ali', 'rehman', 'recently', 'test', 'positive', 'covid', 'continuously', 'mislead', 'contact', 'track', 'track', 'contact']","['andaman', 'nicobar', 'deputy', 'commissioner', 'south', 'andaman', 'district', 'order', 'register', 'fir', 'farzand', 'ali', 'rehman', 'recently', 'test', 'positive', 'covid', 'continuously', 'mislead', 'contact', 'track', 'track', 'contact']",0,2,,",positive,mislead",negative
45,"['delhi', 'people', 'board', 'bus', 'nizammudin', 'area', 'take', 'different', 'hospital', 'checkup', 'religious', 'gathering', 'hold', 'nizamuddin', 'markaz', 'violate', 'lockdown', 'condition', 'several', 'covid', 'positive', 'case', 'find', 'among', 'attend', 'gathering']","['delhi', 'people', 'board', 'bus', 'nizammudin', 'area', 'take', 'different', 'hospital', 'checkup', 'religious', 'gathering', 'hold', 'nizamuddin', 'markaz', 'violate', 'lockdown', 'condition', 'several', 'covid', 'positive', 'case', 'find', 'among', 'attend', 'gathering']",0,6,,",gathering,violate,lockdown,positive,case,gathering",negative
46,"['delhi', 'police', 'foreign', 'national', 'find', 'delhi', 'bharat', 'nagar', 'early', 'today', 'interrogation', 'come', 'know', 'come', 'markaz', 'nizamuddin', 'stay', 'since', 'th', 'march', 'inform', 'district', 'magistrate', 'covid']","['delhi', 'police', 'foreign', 'national', 'find', 'delhi', 'bharat', 'nagar', 'early', 'today', 'interrogation', 'come', 'know', 'come', 'markaz', 'nizamuddin', 'stay', 'since', 'th', 'march', 'inform', 'district', 'magistrate', 'covid']",0,0,,,neutral
47,"['covid', 'positive', 'case', 'report', 'karnataka', 'th', 'march', 'pm', 'pm', 'today', 'total', 'number', 'positive', 'case', 'state', 'rise', 'include', 'death', 'amp', 'discharged', 'cured', 'case', 'karnataka', 'health', 'department']","['covid', 'positive', 'case', 'report', 'karnataka', 'th', 'march', 'pm', 'pm', 'today', 'total', 'number', 'positive', 'case', 'state', 'rise', 'include', 'death', 'amp', 'discharged', 'cured', 'case', 'karnataka', 'health', 'department']",2,7,",discharged,cured",",positive,case,positive,case,rise,death,case",negative
48,"['person', 'test', 'positive', 'covid', 'maharashtra', 'take', 'total', 'number', 'case', 'state', 'mumbai', 'nagar', 'pune', 'thane', 'kalyan', 'dombivli', 'navi', 'mumbai', 'vashi', 'virar', 'state', 'health', 'department']","['person', 'test', 'positive', 'covid', 'maharashtra', 'take', 'total', 'number', 'case', 'state', 'mumbai', 'nagar', 'pune', 'thane', 'kalyan', 'dombivli', 'navi', 'mumbai', 'vashi', 'virar', 'state', 'health', 'department']",0,2,,",positive,case",negative
49,"['delhi', 'people', 'markaz', 'building', 'nizamuddin', 'continue', 'shift', 'hospital', 'quarantine', 'center', 'around', 'people', 'shift', 'till', 'hospital', 'quarantine', 'center', 'people', 'gather', 'test', 'positive', 'covid', 'far']","['delhi', 'people', 'markaz', 'building', 'nizamuddin', 'continue', 'shift', 'hospital', 'quarantine', 'center', 'around', 'people', 'shift', 'till', 'hospital', 'quarantine', 'center', 'people', 'gather', 'test', 'positive', 'covid', 'far']",3,1,",quarantine,quarantine,gather",",positive",positive
50,"['delhi', 'government', 'ask', 'police', 'register', 'fir', 'maulana', 'markaz', 'nizamuddin', 'delhi', 'govt', 'around', 'people', 'attend', 'religious', 'gathering', 'markaz', 'people', 'nizamuddin', 'likely', 'infect', 'covid', 'admit', 'lok', 'nayak', 'hospital', 'delhi']","['delhi', 'government', 'ask', 'police', 'register', 'fir', 'maulana', 'markaz', 'nizamuddin', 'delhi', 'govt', 'around', 'people', 'attend', 'religious', 'gathering', 'markaz', 'people', 'nizamuddin', 'likely', 'infect', 'covid', 'admit', 'lok', 'nayak', 'hospital', 'delhi']",0,2,,",gathering,infect",negative
