,0,tweets,positive_words_count,negative_words_count,positive_words,negative_words,over all sentiment
27,"['registrations', 'pm', 'covid', 'relief', 'tigers', 'force', 'begin', 'tonight', 'follow', 'live', 'update', 'coronavirus', 'http']","['registrations', 'pm', 'covid', 'relief', 'tigers', 'force', 'begin', 'tonight', 'follow', 'live', 'update', 'coronavirus', 'http']",1,0,",relief",,positive
28,"['cabinet', 'approve', 'economic', 'package', 'say', 'hammad', 'azhar', 'follow', 'live', 'update', 'coronavirus', 'http']","['cabinet', 'approve', 'economic', 'package', 'say', 'hammad', 'azhar', 'follow', 'live', 'update', 'coronavirus', 'http']",2,0,",approve,package",,positive
29,"['home', 'caregiver', 'covid', 'patient', 'accord', 'follow', 'live', 'update', 'coronavirus', 'http']","['home', 'caregiver', 'covid', 'patient', 'accord', 'follow', 'live', 'update', 'coronavirus', 'http']",0,0,,,neutral
30,"['un', 'conference', 'trade', 'development', 'unctad', 'bracket', 'pakistan', 'among', 'country', 'would', 'hardest', 'hit', 'coronavirus', 'demand', 'raft', 'measure', 'relief', 'http']","['un', 'conference', 'trade', 'development', 'unctad', 'bracket', 'pakistan', 'among', 'country', 'would', 'hardest', 'hit', 'coronavirus', 'demand', 'raft', 'measure', 'relief', 'http']",1,0,",relief",,positive
31,"['fight', 'covid', 'rage', 'across', 'country', 'second', 'crucial', 'battle', 'must', 'simultaneously', 'fight', 'end', 'another', 'menacing', 'phenomenon', 'misinformation', 'http', 'coronavirus']","['fight', 'covid', 'rage', 'across', 'country', 'second', 'crucial', 'battle', 'must', 'simultaneously', 'fight', 'end', 'another', 'menacing', 'phenomenon', 'misinformation', 'http', 'coronavirus']",0,2,,",rage,menacing",negative
32,"['us', 'death', 'toll', 'coronavirus', 'pandemic', 'climb', 'past', 'monday', 'deadly', 'day', 'yet', 'country', '’', 'mount', 'crisis', 'new', 'york', 'cheer', 'arrival', 'gleam', 'bed', 'us', 'navy', 'hospital', 'ship', 'http']","['us', 'death', 'toll', 'coronavirus', 'pandemic', 'climb', 'past', 'monday', 'deadly', 'day', 'yet', 'country', '’', 'mount', 'crisis', 'new', 'york', 'cheer', 'arrival', 'gleam', 'bed', 'us', 'navy', 'hospital', 'ship', 'http']",1,5,",cheer",",death,toll,pandemic,deadly,crisis",negative
33,"['special', 'meeting', 'economic', 'coordination', 'committee', 'ecc', 'cabinet', 'monday', 'struggle', 'put', 'place', 'mechanism', 'disbursement', 'various', 'element', 'federal', 'government', '’', 'rs', 'billion', 'relief', 'package', 'http', 'coronavirus']","['special', 'meeting', 'economic', 'coordination', 'committee', 'ecc', 'cabinet', 'monday', 'struggle', 'put', 'place', 'mechanism', 'disbursement', 'various', 'element', 'federal', 'government', '’', 'rs', 'billion', 'relief', 'package', 'http', 'coronavirus']",2,1,",relief,package",",struggle",positive
34,"['myanmar', 'report', 'first', 'coronavirus', 'death', 'year', 'old', 'man', 'also', 'cancer', 'die', 'hospital', 'commercial', 'capital', 'yangon', 'government', 'spokeswoman', 'say', 'http']","['myanmar', 'report', 'first', 'coronavirus', 'death', 'year', 'old', 'man', 'also', 'cancer', 'die', 'hospital', 'commercial', 'capital', 'yangon', 'government', 'spokeswoman', 'say', 'http']",0,3,,",death,cancer,die",negative
35,"['maryam', 'nawaz', 'pay', 'homage', 'doctor', 'nurse', 'paramedic', 'follow', 'live', 'update', 'coronavirus', 'http']","['maryam', 'nawaz', 'pay', 'homage', 'doctor', 'nurse', 'paramedic', 'follow', 'live', 'update', 'coronavirus', 'http']",1,0,",homage",,positive
36,"['government', 'call', 'special', 'meeting', 'economic', 'coordination', 'committee', 'ecc', 'cabinet', 'monday', 'today', 'clear', 'relief', 'package', 'announce', 'prime', 'minister', 'imran', 'khan', 'last', 'week', 'http', 'coronavirus']","['government', 'call', 'special', 'meeting', 'economic', 'coordination', 'committee', 'ecc', 'cabinet', 'monday', 'today', 'clear', 'relief', 'package', 'announce', 'prime', 'minister', 'imran', 'khan', 'last', 'week', 'http', 'coronavirus']",3,0,",clear,relief,package",,positive
37,"['trump', 'drop', 'idea', 'new', 'york', 'lockdown', 'follow', 'live', 'update', 'coronavirus', 'http']","['trump', 'drop', 'idea', 'new', 'york', 'lockdown', 'follow', 'live', 'update', 'coronavirus', 'http']",0,1,,",lockdown",negative
38,"['congregational', 'prayer', 'sindh', 'april', 'murtaza', 'wahab', 'follow', 'live', 'update', 'coronavirus', 'http']","['congregational', 'prayer', 'sindh', 'april', 'murtaza', 'wahab', 'follow', 'live', 'update', 'coronavirus', 'http']",0,0,,,neutral
39,"['india', 'impose', 'nationwide', 'lockdown', 'week', 'ago', 'design', 'stop', 'imminent', 'spread', 'novel', 'coronavirus', 'grind', 'country', 'billion', 'people', 'near', 'halt', 'also', 'provide', 'temporary', 'remedy', 'suffocate', 'pollution', 'level', 'http']","['india', 'impose', 'nationwide', 'lockdown', 'week', 'ago', 'design', 'stop', 'imminent', 'spread', 'novel', 'coronavirus', 'grind', 'country', 'billion', 'people', 'near', 'halt', 'also', 'provide', 'temporary', 'remedy', 'suffocate', 'pollution', 'level', 'http']",1,5,",remedy",",impose,lockdown,spread,grind,suffocate",negative
40,"['first', 'meeting', 'parliamentary', 'committee', 'coronavirus', 'disease', 'hold', 'april', 'follow', 'live', 'update', 'coronavirus', 'http']","['first', 'meeting', 'parliamentary', 'committee', 'coronavirus', 'disease', 'hold', 'april', 'follow', 'live', 'update', 'coronavirus', 'http']",0,0,,,neutral
41,"['italy', 'lockdown', 'measure', 'extend', 'april', 'follow', 'live', 'update', 'coronavirus', 'http']","['italy', 'lockdown', 'measure', 'extend', 'april', 'follow', 'live', 'update', 'coronavirus', 'http']",1,1,",extend",",lockdown",neutral
42,"['district', 'admin', 'de', 'seal', 'locality', 'islamabad', 'follow', 'live', 'update', 'coronavirus', 'http']","['district', 'admin', 'de', 'seal', 'locality', 'islamabad', 'follow', 'live', 'update', 'coronavirus', 'http']",0,1,,",seal",negative
43,"['watch', 'survivors', 'share', 'coronavirus', 'experience', 'follow', 'live', 'update', 'coronavirus', 'http']","['watch', 'survivors', 'share', 'coronavirus', 'experience', 'follow', 'live', 'update', 'coronavirus', 'http']",0,0,,,neutral
44,"['watch', 'tribute', 'medical', 'worker', 'empire', 'state', 'building', 'light', 'resemble', 'ambulance', 'siren', 'follow', 'live', 'update', 'coronavirus', 'http']","['watch', 'tribute', 'medical', 'worker', 'empire', 'state', 'building', 'light', 'resemble', 'ambulance', 'siren', 'follow', 'live', 'update', 'coronavirus', 'http']",0,0,,,neutral
45,"['pictures', 'kpt', 'spray', 'disinfectant', 'various', 'karachi', 'locality', 'follow', 'live', 'update', 'coronavirus', 'http']","['pictures', 'kpt', 'spray', 'disinfectant', 'various', 'karachi', 'locality', 'follow', 'live', 'update', 'coronavirus', 'http']",1,0,",disinfectant",,positive
46,"['kp', 'govt', 'order', 'limit', 'prayer', 'congregation', 'people', 'follow', 'live', 'update', 'coronavirus', 'http']","['kp', 'govt', 'order', 'limit', 'prayer', 'congregation', 'people', 'follow', 'live', 'update', 'coronavirus', 'http']",0,1,,",limit",negative
47,"['coronavirus', 'patient', 'die', 'prior', 'health', 'condition', 'say', 'uk', 'nhs', 'follow', 'live', 'update', 'coronavirus', 'http']","['coronavirus', 'patient', 'die', 'prior', 'health', 'condition', 'say', 'uk', 'nhs', 'follow', 'live', 'update', 'coronavirus', 'http']",0,1,,",die",negative
48,"['eu', 'warns', 'hungary', 'flout', 'democracy', 'coronavirus', 'law', 'follow', 'live', 'update', 'coronavirus', 'http']","['eu', 'warns', 'hungary', 'flout', 'democracy', 'coronavirus', 'law', 'follow', 'live', 'update', 'coronavirus', 'http']",0,1,,",flout",negative
49,"['zafar', 'mirza', 'urge', 'pakistanis', 'follow', 'social', 'distancing', 'directive', 'follow', 'live', 'update', 'coronavirus', 'http']","['zafar', 'mirza', 'urge', 'pakistanis', 'follow', 'social', 'distancing', 'directive', 'follow', 'live', 'update', 'coronavirus', 'http']",0,0,,,neutral
50,"['according', 'government', 'portal', 'track', 'total', 'number', 'coronavirus', 'case', 'country', 'seven', 'case', 'report', 'islamabad', 'gilgit', 'baltistan', 'total', 'rise', 'http']","['according', 'government', 'portal', 'track', 'total', 'number', 'coronavirus', 'case', 'country', 'seven', 'case', 'report', 'islamabad', 'gilgit', 'baltistan', 'total', 'rise', 'http']",0,3,,",case,case,rise",negative
51,"['us', 'death', 'toll', 'coronavirus', 'pandemic', 'climb', 'past', 'single', 'day', 'http']","['us', 'death', 'toll', 'coronavirus', 'pandemic', 'climb', 'past', 'single', 'day', 'http']",0,3,,",death,toll,pandemic",negative
52,"['uk', 'police', 'criticise', 'overzealous', 'lockdown', 'response', 'follow', 'live', 'update', 'coronavirus', 'http']","['uk', 'police', 'criticise', 'overzealous', 'lockdown', 'response', 'follow', 'live', 'update', 'coronavirus', 'http']",0,2,,",overzealous,lockdown",negative
53,"['us', 'death', 'surge', 'past', 'ny', 'hail', 'bed', 'hospital', 'ship', 'follow', 'live', 'update', 'coronavirus', 'http']","['us', 'death', 'surge', 'past', 'ny', 'hail', 'bed', 'hospital', 'ship', 'follow', 'live', 'update', 'coronavirus', 'http']",1,1,",hail",",death",neutral
54,"['spain', 'break', 'another', 'national', 'record', 'daily', 'coronavirus', 'death', 'sunday', 'per', 'cent', 'world', '’', 'population', 'ask', 'stay', 'home', 'hope', 'halt', 'deadly', 'march', 'disease', 'http', 'coronavirus']","['spain', 'break', 'another', 'national', 'record', 'daily', 'coronavirus', 'death', 'sunday', 'per', 'cent', 'world', '’', 'population', 'ask', 'stay', 'home', 'hope', 'halt', 'deadly', 'march', 'disease', 'http', 'coronavirus']",0,3,,",break,death,deadly",negative
55,"['police', 'site', 'crash', 'kiwis', 'turn', 'shutdown', 'snitch', 'follow', 'live', 'update', 'coronavirus', 'http']","['police', 'site', 'crash', 'kiwis', 'turn', 'shutdown', 'snitch', 'follow', 'live', 'update', 'coronavirus', 'http']",0,1,,",crash",negative
56,"['must', 'always', 'fight', 'racism', 'prejudice', 'promote', 'respect', 'compassion', 'equality', 'say', 'un', 'chief', 'http', 'coronavirus']","['must', 'always', 'fight', 'racism', 'prejudice', 'promote', 'respect', 'compassion', 'equality', 'say', 'un', 'chief', 'http', 'coronavirus']",2,2,",respect,compassion",",racism,prejudice",neutral
57,"['n', 'believe', 'rumour', 'death', 'report', 'islamabad', 'dc', 'follow', 'live', 'update', 'coronavirus', 'http']","['n', 'believe', 'rumour', 'death', 'report', 'islamabad', 'dc', 'follow', 'live', 'update', 'coronavirus', 'http']",0,1,,",death",negative
58,"['us', 'president', 'donald', 'trump', 'trump', 'face', 'election', 'battle', 'year', 'campaign', 'upend', 'pandemic', 'http', 'coronavirus']","['us', 'president', 'donald', 'trump', 'trump', 'face', 'election', 'battle', 'year', 'campaign', 'upend', 'pandemic', 'http', 'coronavirus']",0,1,,",pandemic",negative
59,"['moscow', 'unveils', 'coronavirus', 'track', 'app', 'national', 'lockdown', 'widen', 'follow', 'live', 'update', 'coronavirus', 'http']","['moscow', 'unveils', 'coronavirus', 'track', 'app', 'national', 'lockdown', 'widen', 'follow', 'live', 'update', 'coronavirus', 'http']",0,1,,",lockdown",negative
60,"['increase', 'number', 'european', 'hospital', 'buckle', 'strain', 'ten', 'thousand', 'coronavirus', 'patient', 'crisis', 'expose', 'surprising', 'paradox', 'world', '’', 'best', 'health', 'system', 'remarkably', 'ill', 'equipped', 'handle', 'pandemic', 'http']","['increase', 'number', 'european', 'hospital', 'buckle', 'strain', 'ten', 'thousand', 'coronavirus', 'patient', 'crisis', 'expose', 'surprising', 'paradox', 'world', '’', 'best', 'health', 'system', 'remarkably', 'ill', 'equipped', 'handle', 'pandemic', 'http']",3,5,",best,remarkably,equipped",",buckle,strain,crisis,expose,pandemic",negative
61,"['us', 'death', 'toll', 'surge', 'past', 'follow', 'live', 'update', 'coronavirus', 'http']","['us', 'death', 'toll', 'surge', 'past', 'follow', 'live', 'update', 'coronavirus', 'http']",0,2,,",death,toll",negative
62,"['china', 'start', 'report', 'asymptomatic', 'coronavirus', 'case', 'follow', 'live', 'update', 'coronavirus', 'http']","['china', 'start', 'report', 'asymptomatic', 'coronavirus', 'case', 'follow', 'live', 'update', 'coronavirus', 'http']",0,1,,",case",negative
63,"['france', 'ramp', 'domestic', 'production', 'face', 'mask', 'respirator', 'macron', 'follow', 'live', 'update', 'coronavirus', 'http']","['france', 'ramp', 'domestic', 'production', 'face', 'mask', 'respirator', 'macron', 'follow', 'live', 'update', 'coronavirus', 'http']",0,0,,,neutral
64,"['russian', 'lawmaker', 'approve', 'jail', 'time', 'quarantine', 'offender', 'follow', 'live', 'update', 'coronavirus', 'http']","['russian', 'lawmaker', 'approve', 'jail', 'time', 'quarantine', 'offender', 'follow', 'live', 'update', 'coronavirus', 'http']",2,1,",approve,quarantine",",offender",positive
65,"['year', 'old', 'girl', 'dy', 'belgium', 'follow', 'live', 'update', 'coronavirus', 'http']","['year', 'old', 'girl', 'dy', 'belgium', 'follow', 'live', 'update', 'coronavirus', 'http']",0,0,,,neutral
66,"['volunteers', 'across', 'united', 'states', 'begin', 'make', 'mask', 'gown', 'form', 'personal', 'protective', 'equipment', 'ppe', 'donate', 'hospital', 'novel', 'coronavirus', 'pandemic', 'rapidly', 'deplete', 'medical', 'supply', 'http']","['volunteers', 'across', 'united', 'states', 'begin', 'make', 'mask', 'gown', 'form', 'personal', 'protective', 'equipment', 'ppe', 'donate', 'hospital', 'novel', 'coronavirus', 'pandemic', 'rapidly', 'deplete', 'medical', 'supply', 'http']",2,2,",protective,donate",",pandemic,deplete",neutral
67,"['shortages', 'protective', 'health', 'gear', 'india', 'force', 'doctor', 'use', 'raincoat', 'motorbike', 'helmet', 'fight', 'coronavirus', 'expose', 'weak', 'state', 'public', 'health', 'system', 'ahead', 'anticipated', 'surge', 'covid', 'case', 'http']","['shortages', 'protective', 'health', 'gear', 'india', 'force', 'doctor', 'use', 'raincoat', 'motorbike', 'helmet', 'fight', 'coronavirus', 'expose', 'weak', 'state', 'public', 'health', 'system', 'ahead', 'anticipated', 'surge', 'covid', 'case', 'http']",1,3,",protective",",expose,weak,case",negative
68,"['new', 'case', 'detect', 'balochistan', 'follow', 'live', 'update', 'coronavirus', 'http']","['new', 'case', 'detect', 'balochistan', 'follow', 'live', 'update', 'coronavirus', 'http']",0,1,,",case",negative
69,"['asymptomatic', 'coronavirus', 'patient', 'observation', 'say', 'chinese', 'authority', 'follow', 'live', 'update', 'coronavirus', 'http']","['asymptomatic', 'coronavirus', 'patient', 'observation', 'say', 'chinese', 'authority', 'follow', 'live', 'update', 'coronavirus', 'http']",0,0,,,neutral
70,"['elephants', 'thailand', 'face', 'grim', 'future', 'coronavirus', 'follow', 'live', 'update', 'coronavirus', 'http']","['elephants', 'thailand', 'face', 'grim', 'future', 'coronavirus', 'follow', 'live', 'update', 'coronavirus', 'http']",0,1,,",grim",negative
71,"['former', 'congo', 'president', 'dy', 'coronavirus', 'france', 'follow', 'live', 'update', 'coronavirus', 'http']","['former', 'congo', 'president', 'dy', 'coronavirus', 'france', 'follow', 'live', 'update', 'coronavirus', 'http']",0,0,,,neutral
72,"['govt', 'launch', 'covid', 'whatsapp', 'helpline', 'follow', 'live', 'update', 'coronavirus', 'http']","['govt', 'launch', 'covid', 'whatsapp', 'helpline', 'follow', 'live', 'update', 'coronavirus', 'http']",0,0,,,neutral
73,"['another', 'medical', 'staffer', 'gilgit', 'baltistan', 'die', 'coronavirus', 'accord', 'official', 'http']","['another', 'medical', 'staffer', 'gilgit', 'baltistan', 'die', 'coronavirus', 'accord', 'official', 'http']",0,1,,",die",negative
74,"['rise', 'number', 'coronavirus', 'case', 'sindh', 'resident', 'become', 'increasingly', 'wary', 'pandemic', 'take', 'whatever', 'precaution', 'deem', 'necessary', 'protect', 'love', 'one', 'http']","['rise', 'number', 'coronavirus', 'case', 'sindh', 'resident', 'become', 'increasingly', 'wary', 'pandemic', 'take', 'whatever', 'precaution', 'deem', 'necessary', 'protect', 'love', 'one', 'http']",3,4,",precaution,protect,love",",rise,case,wary,pandemic",negative
75,"['russia', 'report', 'high', 'daily', 'rise', 'case', 'surpass', 'follow', 'live', 'update', 'coronavirus', 'http']","['russia', 'report', 'high', 'daily', 'rise', 'case', 'surpass', 'follow', 'live', 'update', 'coronavirus', 'http']",1,3,",surpass",",rise,case,surpass",negative
76,"['following', 'footstep', 'sindh', 'balochistan', 'punjab', 'government', 'issue', 'notification', 'limit', 'number', 'people', 'attend', 'friday', 'congregational', 'prayer', 'effort', 'curb', 'spread', 'coronavirus', 'http']","['following', 'footstep', 'sindh', 'balochistan', 'punjab', 'government', 'issue', 'notification', 'limit', 'number', 'people', 'attend', 'friday', 'congregational', 'prayer', 'effort', 'curb', 'spread', 'coronavirus', 'http']",1,3,",effort",",issue,limit,spread",negative
77,"['prime', 'minister', 'imran', 'khan', 'wednesday', 'stress', 'need', 'fight', 'pandemic', 'collectively', 'say', 'ready', 'get', 'input', 'party', 'http', 'coronavirus']","['prime', 'minister', 'imran', 'khan', 'wednesday', 'stress', 'need', 'fight', 'pandemic', 'collectively', 'say', 'ready', 'get', 'input', 'party', 'http', 'coronavirus']",1,2,",ready",",stress,pandemic",negative
78,"['balochistan', 'report', 'coronavirus', 'case', 'government', 'spokesperson', 'liaqat', 'shahwani', 'say', 'take', 'total', 'provincial', 'tally', 'http']","['balochistan', 'report', 'coronavirus', 'case', 'government', 'spokesperson', 'liaqat', 'shahwani', 'say', 'take', 'total', 'provincial', 'tally', 'http']",0,2,,",case,tally",negative
79,"['attock', 'refinery', 'say', 'close', 'week', 'unless', 'demand', 'rise', 'follow', 'live', 'update', 'coronavirus', 'http']","['attock', 'refinery', 'say', 'close', 'week', 'unless', 'demand', 'rise', 'follow', 'live', 'update', 'coronavirus', 'http']",0,2,,",close,rise",negative
80,"['punjab', 'tally', 'rise', 'new', 'case', 'follow', 'live', 'update', 'coronavirus', 'http']","['punjab', 'tally', 'rise', 'new', 'case', 'follow', 'live', 'update', 'coronavirus', 'http']",0,3,,",tally,rise,case",negative
81,"['careem', 'launch', 'support', 'initiative', 'captain', 'follow', 'live', 'update', 'coronavirus', 'http']","['careem', 'launch', 'support', 'initiative', 'captain', 'follow', 'live', 'update', 'coronavirus', 'http']",2,0,",support,initiative",,positive
82,"['fda', 'authorises', 'use', 'new', 'two', 'minute', 'test', 'kit', 'follow', 'live', 'update', 'coronavirus', 'http']","['fda', 'authorises', 'use', 'new', 'two', 'minute', 'test', 'kit', 'follow', 'live', 'update', 'coronavirus', 'http']",0,0,,,neutral
